cell_type1	cell_type2	n_intersect	n_genes1	intersect_list
Glandular*	Pancreas-Glandular	139	1327	ABCD1,ACOX1,AFM,AKT1,ALG1L,ANKRD46,ARID5A,ARPC1B,ASH2L,ATXN10,BCL2L2-PABPN1,C14orf80,CABIN1,CCNC,CDH1,CDX2,CLEC18C,COA7,COQ6,CPOX,CTAGE8,CTNNB1,CYFIP1,DAZAP1,DCAF1,DCAF13,DHODH,DOLK,DPH1,DPH2,DPH6,EARS2,EGFR,EIF3CL,EMC6,FAM83D,FAM86B1,FARS2,FASN,FLII,FOLH1,FOSL1,FTH1,FZD5,GBGT1,GFM2,GOLGA8N,GPX4,GRK2,GYPE,HGC6.3,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3D,HNF1A,HNF1B,IBA57,IDH3A,IGF1R,ILK,KLF3,KLF5,LCE1E,LRRC37A3,MARCH5,MPDU1,MTFMT,MYH9,NANS,NCKAP1,NDUFC2-KCTD14,NFYA,NPIPA5,NR2C2AP,NSMCE2,NXT1,ONECUT2,PGLS,PGP,PHF12,PHGR1,PITRM1,PLGLB2,PMF1-BGLAP,POLG,POLG2,POLR2A,POLR2J,POLR2M,PRAMEF6,PRR20E,RAB10,RBM15,RGPD6,RIF1,RPL13A,RPL21,RPSA,RRAGA,SCAP,SKAP2,SNAP23,SNRPB2,SPATA31A7,SULT1E1,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TCF7L2,TERF2,TIMM17A,TIPARP,TMCO6,TMED7,TNFRSF13C,TOE1,TPK1,TRAF2,TRIM28,TUBA1C,TWNK,TYMS,UBA6,UGT1A8,VPS4A,VPS4B,VRK1,WDR48,WDR73,WLS,WNT3,WRAP53,ZFP36L1,ZFP82,ZFP91,ZNF511,ZWINT
Glandular*	Prostate	55	1327	ADSS,AFM,ASH2L,ATP5I,BCL2L2-PABPN1,CLEC18C,CTAGE8,CXXC1,DOLK,FAM86B1,FKBPL,FOXA1,G6PD,GBGT1,GOLGA6L10,GOLGA8N,GPX4,H3F3B,HECTD1,HIST1H2AJ,HIST2H4B,HTRA2,INPP5F,LCE1E,MEMO1,MIR6782,MIR6859-3,NBPF15,NBR1,NDUFS7,NPIPA2,NPIPA5,PLGLB2,POLR2A,PPIAL4A,PRAMEF6,RAB10,REXO1L1P,RGPD6,RPL13A,RPL21,SLC7A1,SPATA31A7,ST20-MTHFS,STAT3,TBC1D3F,TBC1D3H,TGIF1,TGIF2-C20orf24,TMEM183B,TNFRSF13C,UBE2H,VRK1,WASHC1,ZFP82
Glandular*	Skin	6	1327	CYC1,GATB,NDUFA1,SEC22B,SNRPA,WASHC1
Glandular*	Skin*	71	1327	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CLEC18C,CTAGE8,CYC1,DCAF13,DOLK,DUX4L1,DUX4L3,DUX4L4,DUX4L7,EARS2,EIF3CL,FAM86B1,FERMT2,FTH1,GATB,GBGT1,GOLGA6L1,GOLGA6L22,GOLGA8N,GVQW2,GYPE,HIST2H3A,HIST2H3C,HIST2H3D,INO80C,KATNB1,MAPK1,MIR1299,MIR6859-1,MIR6859-2,MIR6859-3,NBPF15,NDUFA1,NPIPA5,POLR2A,POLR2J,POLR2J3,PPAN-P2RY11,PPIAL4F,RGPD6,RNASEH2C,RPL13A,RPL17-C18orf32,RPL21,RPL39,RPS17,RPS3A,RPSA,RRAGA,SCAP,SEC22B,SEPHS2,SNRPA,SPATA31A7,ST20-MTHFS,TBC1D3,TBC1D3C,TBC1D3G,TBC1D3H,TMED7,TNFRSF13C,TYMS,UBIAD1,USO1,WASHC1,WDR73,ZFP82
Glandular*	Skin-Epithelium	65	1327	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CLEC18C,CTAGE8,DCAF13,DOLK,DUX4L1,DUX4L3,DUX4L4,DUX4L7,EARS2,EIF3CL,FAM86B1,FERMT2,FTH1,GBGT1,GOLGA6L1,GOLGA6L22,GOLGA8N,GVQW2,GYPE,HIST2H3A,HIST2H3C,HIST2H3D,INO80C,KATNB1,MAPK1,MIR1299,MIR6859-1,MIR6859-2,MIR6859-3,NBPF15,NPIPA5,POLR2A,POLR2J,POLR2J3,PPAN-P2RY11,PPIAL4F,RGPD6,RNASEH2C,RPL13A,RPL17-C18orf32,RPL21,RPL39,RPS17,RPS3A,RPSA,RRAGA,SCAP,SEPHS2,SPATA31A7,ST20-MTHFS,TBC1D3,TBC1D3C,TBC1D3G,TBC1D3H,TMED7,TNFRSF13C,UBIAD1,USO1,WASHC1,WDR73,ZFP82
Glandular*	Skin-Squamous	1	1327	TYMS
Glandular*	Squamous*	67	1327	ADAR,ALG1L,AMY1B,ATP6V0E1,BCL2L2-PABPN1,BIRC6,BRD2,CDK6,CTNNB1,DOT1L,EGFR,EIF3CL,ERBB2,FAM86B1,FTH1,GPI,GPX4,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3D,IDH3A,KATNB1,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,NSMCE2,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,POTEM,PRAMEF5,PRAMEF6,RBM10,RGPD2,RGPD6,RPL13A,RPL21,RPS3A,RPSA,SCAP,SETD1B,SLC4A7,SMN2,SNRPB2,SOX2,ST20-MTHFS,STX4,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TIMM17A,TMA7,TRIM37,TUBA1C,TUBB4B,TYMS,UBB,VCY,VPS4A,WDR73,YAP1,ZFX
Glandular*	StemCell*	35	1327	ASH2L,ATP5O,C14orf80,CDK11A,CDK6,CPOX,DLG5,DOLK,ELMO2,FARS2,FASN,FBXW11,FKBPL,GID8,ILK,MEMO1,NDUFAF3,NR2C2AP,PNKP,POLR2J,POLR2J3,PPM1D,RAB11FIP3,RPSA,SNAP23,SOX2,SSBP2,TBC1D10B,TBC1D3B,TERF2,TM2D1,TNPO1,TXNRD1,UBE2H,WDR73
Glandular*	Thyroid-Glandular	3	1327	POLR2A,POLR2J,TBC1D3C
Glandular*	Urinary	17	1327	C7orf55-LUC7L2,CYC1,EARS2,EIF3CL,HIST2H3A,NXT1,POLR2A,POLR2J,RGPD6,RPS17,RPS3A,SCAP,SMN2,ST20-MTHFS,TBC1D3C,TBC1D3H,TMED7
Glandular*	Uterus	37	1327	ADAR,ATP5I,BCL2L2-PABPN1,CYC1,EARS2,EIF3CL,FAM86B1,FBXW11,FGFR2,GPX4,H2AFB1,HIST1H2AJ,HIST2H3A,HIST2H3C,HIST2H3D,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,PRAMEF6,RGPD2,RGPD6,RPL13A,RPL21,RPSA,SCAP,SMN2,SNRPB2,ST20-MTHFS,TBC1D3C,TBC1D3F,TBC1D3H,TRIM37,VCY
Glandular*	Uterus-Glandular	5	1327	EIF3CL,HIST2H3A,POLR2J,TBC1D3C,TBC1D3H
HeadandNeck	BileDuct-Gastrointestinal	4	43	FAM86B1,NPIPA5,POLR2A,RGPD6
HeadandNeck	Bone	11	43	ALG1L,BCL2L2-PABPN1,FAM86B1,NDUFC2-KCTD14,PHGR1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3H
HeadandNeck	Bone-Connective	15	43	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPSA,TMA7,TYMS,VCY
HeadandNeck	Breast	19	43	ALG1L,BCL2L2-PABPN1,DEFB4A,EP300,FAM86B1,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNRPB2,TBC1D3C,TBC1D3H,TYMS
HeadandNeck	Breast*	24	43	ALG1L,BCL2L2-PABPN1,DEFB4A,EP300,FAM86B1,HIST1H2AJ,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TYMS
HeadandNeck	Breast-Glandular	20	43	BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TYMS
HeadandNeck	Breast-Squamous	8	43	LCE1E,POLR2A,POLR2J,RGPD6,RPL21,RPSA,SNRPB2,TBC1D3C
HeadandNeck	Cervix-Glandular	2	43	POLR2A,TYMS
HeadandNeck	Connective	13	43	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPSA,TBC1D3C,TBC1D3H
HeadandNeck	Embryonic	1	43	POLR2J
HeadandNeck	Embryonic*	4	43	KAT2A,NXT1,POLR2J,RPSA
HeadandNeck	Embryonic-Kidney	2	43	NXT1,RPSA
HeadandNeck	Embryonic-StemCell	2	43	KAT2A,POLR2J
HeadandNeck	Epithelium*	20	43	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,HIST2H3C,LCE1E,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,PPAN-P2RY11,RGPD6,RPL13A,RPL21,RPS17,RPSA,TBC1D3C,TBC1D3H,VCY
HeadandNeck	Eye-Epithelium	13	43	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,NDUFC2-KCTD14,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPS17,VCY
HeadandNeck	Gastrointestinal	20	43	ALG1L,BCL2L2-PABPN1,FAM86B1,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNRPB2,TBC1D3C,TBC1D3H,TYMS
HeadandNeck	Gastrointestinal*	27	43	ALG1L,BCL2L2-PABPN1,ENY2,FAM86B1,HIST1H2AJ,HIST2H3C,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,PPAN-P2RY11,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TYMS
HeadandNeck	Gastrointestinal-Glandular	24	43	ALG1L,BCL2L2-PABPN1,ENY2,FAM86B1,HIST1H2AJ,HIST2H3C,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,PPAN-P2RY11,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNAP23,TBC1D3C,TBC1D3H,TMA7,TYMS
HeadandNeck	Glandular*	33	43	ADAR,ALG1L,BCL2L2-PABPN1,DEFB4A,ENY2,FAM86B1,HIST1H2AJ,HIST2H3C,IPPK,KEAP1,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,PPAN-P2RY11,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TYMS,VCY
HeadandNeck	HeadandNeck	43	43	ADAR,AHCYL1,DEFB4A,ENY2,EP300,FBXO47,FCGR1B,HIST1H2AJ,HIST2H3C,IPPK,KAT2A,KEAP1,LASP1,LY75-CD302,MYH14,NAMPT,NXT1,PHGR1,PPAN-P2RY11,RGPD2,RPL13A,RPS17,SNAP23,TMA7,TSC2,TYMS,UBE2G2,VCY,LCE1E,NDUFC2-KCTD14,PLGLB2,POLR2J,SNRPB2,TBC1D3H,RPL21,RPSA,TBC1D3C,ALG1L,BCL2L2-PABPN1,FAM86B1,NPIPA5,RGPD6,POLR2A
HeadandNeck	HeadandNeck*	43	43	ADAR,AHCYL1,ALG1L,BCL2L2-PABPN1,DEFB4A,ENY2,EP300,FAM86B1,FBXO47,FCGR1B,HIST1H2AJ,HIST2H3C,IPPK,KAT2A,KEAP1,LASP1,LCE1E,LY75-CD302,MYH14,NAMPT,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,PPAN-P2RY11,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TSC2,TYMS,UBE2G2,VCY
HeadandNeck	HeadandNeck-Glandular	13	43	ALG1L,BCL2L2-PABPN1,DEFB4A,FAM86B1,KEAP1,LCE1E,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL21,RPSA,SNRPB2
HeadandNeck	HeadandNeck-Squamous	27	43	ADAR,ALG1L,BCL2L2-PABPN1,EP300,FAM86B1,HIST1H2AJ,KAT2A,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,RGPD2,RGPD6,RPL13A,RPL21,RPSA,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TYMS,VCY
HeadandNeck	Kidney	16	43	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,NPIPA5,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNRPB2,TBC1D3C,TBC1D3H
HeadandNeck	Liver	9	43	FAM86B1,HIST1H2AJ,POLR2A,POLR2J,RPL13A,RPL21,RPS17,TBC1D3C,TBC1D3H
HeadandNeck	Lung	28	43	ADAR,AHCYL1,ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,HIST2H3C,IPPK,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLR2A,POLR2J,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TSC2,VCY
HeadandNeck	Lung*	32	43	ADAR,AHCYL1,ALG1L,BCL2L2-PABPN1,DEFB4A,ENY2,FAM86B1,HIST1H2AJ,HIST2H3C,IPPK,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLR2A,POLR2J,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TSC2,TYMS,VCY
HeadandNeck	Lung-Glandular	29	43	ADAR,ALG1L,BCL2L2-PABPN1,DEFB4A,ENY2,FAM86B1,HIST1H2AJ,HIST2H3C,IPPK,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TYMS,VCY
HeadandNeck	Lung-Squamous	17	43	ADAR,ALG1L,BCL2L2-PABPN1,FAM86B1,LCE1E,NPIPA5,NXT1,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPSA,TBC1D3C,TBC1D3H,TYMS
HeadandNeck	Lymphoid	23	43	AHCYL1,ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,MYH14,NAMPT,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPSA,TBC1D3C,TBC1D3H,TMA7,TYMS,UBE2G2
HeadandNeck	Myeloid	22	43	AHCYL1,ALG1L,BCL2L2-PABPN1,EP300,FAM86B1,HIST1H2AJ,HIST2H3C,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,TBC1D3C,TBC1D3H,TYMS
HeadandNeck	Nervous	28	43	ADAR,ALG1L,BCL2L2-PABPN1,DEFB4A,FAM86B1,HIST1H2AJ,HIST2H3C,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TYMS,UBE2G2,VCY
HeadandNeck	Nervous*	30	43	ADAR,ALG1L,BCL2L2-PABPN1,DEFB4A,FAM86B1,HIST1H2AJ,HIST2H3C,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TSC2,TYMS,UBE2G2,VCY
HeadandNeck	Nervous-Glandular	13	43	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,NPIPA5,NXT1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3H
HeadandNeck	Nervous-StemCell	3	43	RPSA,SNAP23,TSC2
HeadandNeck	Oral	18	43	ADAR,ALG1L,BCL2L2-PABPN1,FAM86B1,HIST2H3C,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPSA,SNAP23,TBC1D3C,TYMS
HeadandNeck	Oral*	24	43	ADAR,ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,HIST2H3C,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,RGPD2,RGPD6,RPL13A,RPL21,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TYMS
HeadandNeck	Oral-Glandular	7	43	FAM86B1,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL21
HeadandNeck	Oral-Squamous	22	43	ADAR,ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,RGPD2,RGPD6,RPL13A,RPL21,RPSA,SNRPB2,TBC1D3C,TBC1D3H,TYMS
HeadandNeck	Ovary	25	43	ADAR,ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,HIST2H3C,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLR2A,POLR2J,PPAN-P2RY11,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,TBC1D3C,TBC1D3H,TMA7,TYMS,VCY
HeadandNeck	Ovary-Glandular	15	43	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL21,RPS17,RPSA,TBC1D3C,TBC1D3H
HeadandNeck	Pancreas	16	43	ALG1L,BCL2L2-PABPN1,FAM86B1,LCE1E,NPIPA5,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNRPB2,TBC1D3C,TBC1D3H,TYMS
HeadandNeck	Pancreas-Glandular	21	43	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TYMS
HeadandNeck	Prostate	11	43	BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,LCE1E,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,TBC1D3H
HeadandNeck	Skin	0	43	
HeadandNeck	Skin*	16	43	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST2H3C,NPIPA5,POLR2A,POLR2J,PPAN-P2RY11,RGPD6,RPL13A,RPL21,RPS17,RPSA,TBC1D3C,TBC1D3H,TYMS
HeadandNeck	Skin-Epithelium	15	43	ALG1L,BCL2L2-PABPN1,FAM86B1,HIST2H3C,NPIPA5,POLR2A,POLR2J,PPAN-P2RY11,RGPD6,RPL13A,RPL21,RPS17,RPSA,TBC1D3C,TBC1D3H
HeadandNeck	Skin-Squamous	1	43	TYMS
HeadandNeck	Squamous*	27	43	ADAR,ALG1L,BCL2L2-PABPN1,EP300,FAM86B1,HIST1H2AJ,KAT2A,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,RGPD2,RGPD6,RPL13A,RPL21,RPSA,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TYMS,VCY
HeadandNeck	StemCell*	5	43	KAT2A,POLR2J,RPSA,SNAP23,TSC2
HeadandNeck	Thyroid-Glandular	3	43	POLR2A,POLR2J,TBC1D3C
HeadandNeck	Urinary	7	43	NXT1,POLR2A,POLR2J,RGPD6,RPS17,TBC1D3C,TBC1D3H
HeadandNeck	Uterus	22	43	ADAR,BCL2L2-PABPN1,FAM86B1,HIST1H2AJ,HIST2H3C,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD2,RGPD6,RPL13A,RPL21,RPSA,SNRPB2,TBC1D3C,TBC1D3H,UBE2G2,VCY
HeadandNeck	Uterus-Glandular	3	43	POLR2J,TBC1D3C,TBC1D3H
HeadandNeck*	BileDuct-Gastrointestinal	6	82	FAM86B1,NPIPA5,POLR2A,PRAMEF6,RGPD6,TRIM37
HeadandNeck*	Bone	14	82	ALG1L,BCL2L2-PABPN1,EIF3CL,FAM86B1,NDUFC2-KCTD14,PHGR1,POLR2A,POLR2J,PRAMEF6,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
HeadandNeck*	Bone-Connective	19	82	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPSA,TBC1D3F,TMA7,TRIM37,TYMS,VCY
HeadandNeck*	Breast	29	82	ALG1L,BCL2L2-PABPN1,DEFB4A,EIF3CL,EP300,ERBB2,FAM86B1,FTH1,GPX4,HIST2H3D,KCTD10,LCE1E,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SNRPB2,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TYMS
HeadandNeck*	Breast*	38	82	ALG1L,BCL2L2-PABPN1,DEFB4A,EIF3CL,EP300,ERBB2,FAM86B1,FTH1,GPX4,HIST1H2AJ,HIST2H3D,IDH3A,KCTD10,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,POTEM,PRAMEF6,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SNAP23,SNRPB2,STX4,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TMA7,TYMS
HeadandNeck*	Breast-Glandular	31	82	BCL2L2-PABPN1,EIF3CL,ERBB2,FAM86B1,FTH1,GPX4,HIST1H2AJ,HIST2H3D,IDH3A,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,POLR2A,POLR2J,POTEM,PRAMEF6,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SNAP23,SNRPB2,STX4,TBC1D3C,TBC1D3F,TBC1D3H,TMA7,TYMS
HeadandNeck*	Breast-Squamous	11	82	EIF3CL,LCE1E,POLR2A,POLR2J,RGPD6,RPL21,RPSA,SCAP,SNRPB2,TBC1D3C,TBC1D3F
HeadandNeck*	Cervix-Glandular	3	82	POLR2A,SETD1B,TYMS
HeadandNeck*	Connective	15	82	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,NPIPA5,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPP25L,RPSA,TBC1D3C,TBC1D3H
HeadandNeck*	Embryonic	1	82	POLR2J
HeadandNeck*	Embryonic*	7	82	EGFR,KAT2A,NXT1,POLR2J,RPP25L,RPSA,TRIM37
HeadandNeck*	Embryonic-Kidney	5	82	EGFR,NXT1,RPP25L,RPSA,TRIM37
HeadandNeck*	Embryonic-StemCell	2	82	KAT2A,POLR2J
HeadandNeck*	Epithelium*	27	82	ALG1L,BCL2L2-PABPN1,EIF3CL,FAM86B1,FTH1,GPX4,HIST1H2AJ,HIST2H3C,HIST2H3D,LCE1E,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,PPAN-P2RY11,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,TBC1D3C,TBC1D3F,TBC1D3H,VCY
HeadandNeck*	Eye-Epithelium	15	82	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,LCE1E,NDUFC2-KCTD14,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPS17,TBC1D3F,VCY
HeadandNeck*	Gastrointestinal	33	82	ALG1L,AMY1B,ATP6V0E1,BCL2L2-PABPN1,EIF3CL,ERBB2,FAM86B1,HIST2H3D,IDH3A,KRTAP5-10,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,PRAMEF6,RGPD6,RPL13A,RPL21,RPP25L,RPS17,RPSA,SCAP,SNRPB2,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TRIM37,TYMS
HeadandNeck*	Gastrointestinal*	44	82	ALG1L,AMY1B,ATP6V0E1,BCL2L2-PABPN1,BIRC6,DOT1L,EGFR,EIF3CL,ENY2,ERBB2,FAM86B1,HIST1H2AJ,HIST2H3C,HIST2H3D,IDH3A,KRTAP5-10,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,PPAN-P2RY11,PRAMEF6,RGPD6,RPL13A,RPL21,RPP25L,RPS17,RPS3A,RPSA,SCAP,SNAP23,SNRPB2,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TMA7,TRIM37,TYMS
HeadandNeck*	Gastrointestinal-Glandular	36	82	ALG1L,ATP6V0E1,BCL2L2-PABPN1,BIRC6,DOT1L,EGFR,EIF3CL,ENY2,FAM86B1,HIST1H2AJ,HIST2H3C,HIST2H3D,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,PPAN-P2RY11,PRAMEF6,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SNAP23,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TMA7,TRIM37,TYMS
HeadandNeck*	Glandular*	61	82	ADAR,ALG1L,AMY1B,ATP6V0E1,BCL2L2-PABPN1,BIRC6,BRD2,CDK6,DEFB4A,DOT1L,EGFR,EIF3CL,ENY2,ERBB2,FAM86B1,FBXW11,FTH1,GPI,GPX4,HIST1H2AJ,HIST2H3C,HIST2H3D,IDH3A,IPPK,KEAP1,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,NSMCE2,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,POTEM,PPAN-P2RY11,PRAMEF6,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPS3A,RPSA,SCAP,SETD1B,SNAP23,SNRPB2,SOX2,STX4,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TMA7,TRIM37,TUBA1C,TUBB4B,TYMS,VCY
HeadandNeck*	HeadandNeck	43	82	ADAR,AHCYL1,ALG1L,BCL2L2-PABPN1,DEFB4A,ENY2,EP300,FAM86B1,FBXO47,FCGR1B,HIST1H2AJ,HIST2H3C,IPPK,KAT2A,KEAP1,LASP1,LCE1E,LY75-CD302,MYH14,NAMPT,NDUFC2-KCTD14,NPIPA5,NXT1,PHGR1,PLGLB2,POLR2A,POLR2J,PPAN-P2RY11,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SNAP23,SNRPB2,TBC1D3C,TBC1D3H,TMA7,TSC2,TYMS,UBE2G2,VCY
