cell_type1	cell_type2	n_intersect	n_genes1	intersect_list
Lung*	Nervous*	122	1299	ADAR,ALG1L,AMY1B,ATP5I,ATP5O,AUP1,BCL2L2-PABPN1,BRAP,BRAT1,BSG,C14orf80,C17orf100,C1orf27,C21orf2,C7orf26,CDK11A,CDS2,CNOT9,COQ3,CPOX,DCAF1,DDX1,DEFB4A,DLG5,DOLK,DPH1,EGFR,EIF3CL,ELMO2,FAM86B1,FANCI,FBXO42,FERMT2,GID8,GPI,GPX4,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3C,HIST2H3D,HMBS,HSD17B12,IBA57,ICE2,ILK,ITGAV,ITGB5,JUN,KCTD10,KDSR,KRTAP5-10,LCE1E,LDB1,LIMS4,MDM2,MEMO1,MIOS,MRM3,MRPL13,MRPS2,MTFMT,MYCN,NDUFAF3,NDUFC2-KCTD14,NHLRC4,NPIPA5,NR2C2AP,NUP58,NXT1,PLGLB2,POLR2A,POLR2J,POT1,POTEM,POU2AF1,PPM1D,PRAMEF5,PRAMEF6,PRR12,RAB11FIP3,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SEPHS2,SMN2,SNAP23,SNRPB2,SOX2,SOX9,SSBP2,STAG2,TADA1,TBC1D10B,TBC1D3C,TBC1D3F,TBC1D3H,TDP2,TERF2,TEX37,TFAP2C,THAP12,TM2D1,TMA7,TNPO1,TOE1,TRIM37,TSC2,TUBA1C,TWNK,TYMS,UBA5,UBE2H,UBIAD1,VCY,WDR73,WWTR1,ZBTB3
Lung*	Nervous-Glandular	17	1299	ALG1L,BCL2L2-PABPN1,FAM86B1,GPX4,HIST1H2AJ,HIST2H3D,LCE1E,MYCN,NPIPA5,NXT1,POLR2A,POLR2J,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Lung*	Nervous-StemCell	29	1299	ATP5O,C14orf80,C21orf2,C7orf26,CDK11A,CPOX,DLG5,DOLK,ELMO2,GID8,ILK,MDM2,MEMO1,NDUFAF3,NR2C2AP,PPM1D,RAB11FIP3,RPSA,SNAP23,SOX2,SSBP2,TBC1D10B,TERF2,TM2D1,TNPO1,TSC2,UBE2H,WDR73,WWTR1
Lung*	Oral	37	1299	ADAR,ALG1L,BCL2L2-PABPN1,CDK11A,EARS2,EDF1,EGFR,EIF3CL,FAM86B1,FIS1,H2AFB1,HIST2H3C,HIST2H3D,IDH3A,KRTAP5-10,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLR2A,PRAMEF6,RGPD6,RPL13A,RPL21,RPSA,SCAP,SNAP23,SOX2,TBC1D3C,TBC1D3F,TRIM37,TUBB4B,TYMS,UBIAD1,WDR73,WWTR1
Lung*	Oral*	47	1299	ADAR,ALG1L,AMY1B,BCL2L2-PABPN1,CDK11A,EARS2,EDF1,EGFR,EIF3CL,FAM86B1,FIS1,GPI,GPX4,H2AFB1,HIST1H2AJ,HIST2H3C,HIST2H3D,IDH3A,KATNB1,KRTAP5-10,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLR2A,POLR2J,PRAMEF6,RBM10,RGPD2,RGPD6,RPL13A,RPL21,RPSA,SCAP,SNAP23,SNRPB2,SOX2,TBC1D3C,TBC1D3F,TBC1D3H,TRIM37,TUBB4B,TYMS,UBIAD1,WDR73,WWTR1
Lung*	Oral-Glandular	7	1299	FAM86B1,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,RGPD6,RPL21
Lung*	Oral-Squamous	36	1299	ADAR,ALG1L,AMY1B,BCL2L2-PABPN1,EGFR,EIF3CL,FAM86B1,GPI,GPX4,HIST1H2AJ,HIST2H3D,KATNB1,KRTAP5-10,LCE1E,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLR2A,POLR2J,PRAMEF6,RBM10,RGPD2,RGPD6,RPL13A,RPL21,RPSA,SCAP,SNRPB2,TBC1D3C,TBC1D3F,TBC1D3H,TRIM37,TUBB4B,TYMS,WDR73
Lung*	Ovary	59	1299	ADAR,AFM,ALG1L,ASH2L,ASPM,BAP1,BCL2L2-PABPN1,CDS2,CHMP7,CLEC18C,CTAGE8,EARS2,EDF1,EIF3CL,FAM86B1,FERMT2,FPGS,GBGT1,GOLGA8N,GPX4,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3C,KLF5,LCE1E,LDB1,LIN37,NDUFC2-KCTD14,NPIPA5,NXT1,PLGLB2,POLR2A,POLR2J,POTEM,PRAMEF6,RGPD2,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SEPHS2,SMN2,SPATA31A7,TBC1D3C,TBC1D3F,TBC1D3H,TGIF1,TMA7,TNFRSF13C,TRIM37,TUBA1C,TYMS,UBA5,UBIAD1,VCY,ZFP82
Lung*	Ovary-Glandular	35	1299	ALG1L,AMY1B,BCL2L2-PABPN1,CCNE1,EIF3CL,FAM86B1,GPI,GPX4,HIST1H2AJ,HIST2H3A,HIST2H3D,KLF5,LCE1E,LDB1,NPIPA5,NPM1,PITRM1,PLGLB2,POLR2A,POLR2J,POTEM,PRAMEF6,RGPD6,RPL21,RPS17,RPSA,SCAP,SEPHS2,SMN2,TBC1D3C,TBC1D3F,TBC1D3H,TOE1,TRIM37,UBIAD1
Lung*	Pancreas	35	1299	AFM,ALG1L,ASH2L,ATP5I,BCL2L2-PABPN1,CHMP7,CTAGE8,EIF3CL,FAM86B1,GBGT1,GYPE,IDH3A,ITGAV,LCE1E,LIN37,NFYA,NPIPA5,POLR2A,POLR2J,PRAMEF6,RGPD6,RPL13A,RPL21,RPS17,RPSA,SCAP,SEPHS2,SNRPB2,SPATA31A7,TBC1D3C,TBC1D3H,TNFRSF13C,TYMS,UBIAD1,ZFP82
Lung*	Pancreas-Glandular	88	1299	AFM,ALG1L,ARID5A,ASH2L,BCL2L2-PABPN1,C14orf80,CCNC,CLEC18C,COA7,COQ6,CPOX,CTAGE8,CTNNB1,DAZAP1,DCAF1,DCAF13,DHODH,DOLK,DPH1,DPH2,DPH6,EARS2,EGFR,EIF3CL,EMC6,FAM86B1,GBGT1,GFM2,GOLGA8N,GPX4,GYPE,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3D,HNF1B,IBA57,IDH3A,IGF1R,ILK,KLF5,LCE1E,LRRC37A3,MPDU1,MTFMT,MYH9,NDUFC2-KCTD14,NFYA,NPIPA5,NR2C2AP,NSMCE2,NXT1,PGLS,PGP,PITRM1,PLGLB2,POLG2,POLR2A,POLR2J,PRAMEF6,RAB10,RGPD6,RPL13A,RPL21,RPSA,RRAGA,SCAP,SNAP23,SNRPB2,SPATA31A7,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TERF2,TIMM17A,TIPARP,TMCO6,TNFRSF13C,TOE1,TRAF2,TUBA1C,TWNK,TYMS,WDR73,WRAP53,ZFP82,ZWINT
Lung*	Prostate	47	1299	ADSS,AFM,ASH2L,ATP5I,BCL2L2-PABPN1,CLEC18C,CTAGE8,CXXC1,DOLK,FAM86B1,FKBPL,G6PD,GBGT1,GOLGA6L10,GOLGA8N,GPX4,GRHL2,HECTD1,HIST1H2AJ,HTRA2,INPP5F,LCE1E,LIN37,MEMO1,MIR6782,NBPF11,NBR1,NDUFS7,NPIPA5,PLGLB2,POLR2A,PRAMEF6,RAB10,REXO1L1P,RGPD6,RPL13A,RPL21,SLC7A1,SPATA31A7,STAT3,TBC1D3F,TBC1D3H,TGIF1,TGIF2-C20orf24,TNFRSF13C,UBE2H,ZFP82
Lung*	Skin	3	1299	NDUFA1,SEC22B,SNRPA
Lung*	Skin*	53	1299	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CLEC18C,CTAGE8,DCAF13,DOLK,EARS2,EIF3CL,FAM86B1,FERMT2,GBGT1,GOLGA6L1,GOLGA6L22,GOLGA8N,GVQW2,GYPE,HIST2H3A,HIST2H3C,HIST2H3D,KATNB1,MAPK1,NBPF11,NDUFA1,NPIPA5,POLR2A,POLR2J,RGPD6,RNASEH2C,RPL13A,RPL17-C18orf32,RPL21,RPL39,RPS17,RPS3A,RPSA,RRAGA,SCAP,SEC22B,SEPHS2,SNRPA,SPATA31A7,TBC1D3,TBC1D3C,TBC1D3H,TNFRSF13C,TRIR,TYMS,UBIAD1,USO1,WDR73,ZFP82
Lung*	Skin-Epithelium	49	1299	AFM,ALG1L,ASH2L,BCL2L2-PABPN1,CLEC18C,CTAGE8,DCAF13,DOLK,EARS2,EIF3CL,FAM86B1,FERMT2,GBGT1,GOLGA6L1,GOLGA6L22,GOLGA8N,GVQW2,GYPE,HIST2H3A,HIST2H3C,HIST2H3D,KATNB1,MAPK1,NBPF11,NPIPA5,POLR2A,POLR2J,RGPD6,RNASEH2C,RPL13A,RPL17-C18orf32,RPL21,RPL39,RPS17,RPS3A,RPSA,RRAGA,SCAP,SEPHS2,SPATA31A7,TBC1D3,TBC1D3C,TBC1D3H,TNFRSF13C,TRIR,UBIAD1,USO1,WDR73,ZFP82
Lung*	Skin-Squamous	1	1299	TYMS
Lung*	Squamous*	63	1299	ADAR,ALG1L,AMY1B,BCL2L2-PABPN1,BIRC6,CTNNB1,EGFR,EIF3CL,FAM86B1,FIS1,GPI,GPX4,HIST1H2AJ,HIST2H2BE,HIST2H3A,HIST2H3D,IDH3A,KATNB1,KCTD10,KRTAP5-10,LCE1E,LEMD2,NAMPT,NDUFC2-KCTD14,NFE2L2,NPIPA5,NSMCE2,NXT1,PLGLB2,POLR2A,POLR2J,POTEM,PRAMEF5,PRAMEF6,RBM10,RGPD2,RGPD6,RPL13A,RPL21,RPS3A,RPSA,SCAP,SETD1B,SLC4A7,SMN2,SNRPB2,SOX2,STX4,TAZ,TBC1D3C,TBC1D3F,TBC1D3H,TIMM17A,TMA7,TRIM37,TUBA1C,TUBB4B,TYMS,UBB,UFC1,VCY,WDR73,WWTR1
Lung*	StemCell*	37	1299	ASH2L,ATP5O,C14orf80,C21orf2,C7orf26,CDK11A,CPOX,DLG5,DOLK,ELMO2,FKBPL,GID8,ILK,MDM2,MEMO1,NDUFAF3,NR2C2AP,PEX26,PNKP,POLR2J,PPM1D,PTBP1,RAB11FIP3,RPSA,SNAP23,SOX2,SSBP2,TBC1D10B,TBC1D3B,TERF2,TM2D1,TNPO1,TSC2,TXNRD1,UBE2H,WDR73,WWTR1
Lung*	Thyroid-Glandular	3	1299	POLR2A,POLR2J,TBC1D3C
Lung*	Urinary	14	1299	C7orf55-LUC7L2,EARS2,EIF3CL,HIST2H3A,NXT1,POLR2A,POLR2J,RGPD6,RPS17,RPS3A,SCAP,SMN2,TBC1D3C,TBC1D3H
Lung*	Uterus	34	1299	ADAR,ATP5I,BCL2L2-PABPN1,EARS2,EIF3CL,FAM86B1,GPX4,H2AFB1,HIST1H2AJ,HIST2H3A,HIST2H3C,HIST2H3D,LCE1E,NAMPT,NDUFC2-KCTD14,NPIPA5,OTX2,PLGLB2,POLR2A,POLR2J,PRAMEF6,RGPD2,RGPD6,RPL13A,RPL21,RPSA,SCAP,SMN2,SNRPB2,TBC1D3C,TBC1D3F,TBC1D3H,TRIM37,VCY
Lung*	Uterus-Glandular	5	1299	EIF3CL,HIST2H3A,POLR2J,TBC1D3C,TBC1D3H
Lung-Glandular	BileDuct-Gastrointestinal	6	1139	FAM86B1,NPIPA5,POLR2A,PRAMEF6,RGPD6,TRIM37
Lung-Glandular	Bone	15	1139	ALG1L,BCL2L2-PABPN1,EARS2,EIF3CL,FAM86B1,HIST2H3A,NDUFC2-KCTD14,POLR2A,POLR2J,PRAMEF6,RGPD6,RPL21,TBC1D3C,TBC1D3F,TBC1D3H
Lung-Glandular	Bone-Connective	24	1139	ALG1L,BCL2L2-PABPN1,CBWD3,FAM86B1,FURIN,GPX4,HIST1H2AJ,HIST2H3D,HSP90AB1,LCE1E,LIG1,NPIPA5,NPM1,PLGLB2,POLR2A,RGPD6,RPL13A,RPL21,RPSA,TBC1D3F,TMA7,TRIM37,TYMS,VCY
Lung-Glandular	Breast	49	1139	ACAD9,ALG1L,ATP5O,BCL2L2-PABPN1,CSK,DDX1,DEFB4A,DNAJC19,EIF3CL,FAM122A,FAM86B1,GOLGA6L10,GPX4,HIST2H3A,HIST2H3D,IMPDH2,LCE1E,LRRC37A3,MBTD1,NDUFAF3,NPIPA5,NUP58,PDHB,PKN2,PLGLB2,POLR2A,POLR2J,PREX1,REXO1L1P,RGPD6,RPL13A,RPL21,RPS10-NUDT3,RPS17,RPS3A,RPSA,RRAGC,SCAP,SLC25A1,SLC7A5,SNRPB2,SOX9,TBC1D3C,TBC1D3F,TBC1D3H,TFAP2C,TGFBR2,TYMS,UXS1
Lung-Glandular	Breast*	67	1139	ACAD9,ALG1L,ATP5O,BCL2L2-PABPN1,CSK,DDX1,DEFB4A,DNAJC19,EIF3CL,ERBB3,FAM122A,FAM86B1,GOLGA6L10,GPX4,HIST1H2AJ,HIST2H2AA4,HIST2H3A,HIST2H3D,IDH3A,IMPDH2,KATNB1,LCE1E,LRRC37A3,MBTD1,NAMPT,NDUFAF3,NDUFC2-KCTD14,NPIPA5,NPM1,NUP58,PDHB,PKN2,PLGLB2,POLR2A,POLR2J,POTEM,PPM1D,PRAMEF6,PREX1,PROCA1,REXO1L1P,RGPD6,RPL13A,RPL21,RPS10-NUDT3,RPS17,RPS3A,RPSA,RRAGC,SCAP,SEPHS2,SLC25A1,SLC7A5,SNAP23,SNRPB2,SOX9,STX4,TBC1D3C,TBC1D3F,TBC1D3H,TFAP2C,TGFBR2,TMA7,TOMM70,TYMS,UXS1,WDR73
Lung-Glandular	Breast-Glandular	46	1139	BCL2L2-PABPN1,EIF3CL,ERBB3,FAM86B1,GOLGA6L10,GPX4,HIST1H2AJ,HIST2H2AA4,HIST2H3A,HIST2H3D,IDH3A,IMPDH2,KATNB1,LCE1E,LRRC37A3,NAMPT,NDUFC2-KCTD14,NPIPA5,NPM1,POLR2A,POLR2J,POTEM,PPM1D,PRAMEF6,PROCA1,REXO1L1P,RGPD6,RPL13A,RPL21,RPS17,RPSA,RRAGC,SCAP,SEPHS2,SLC7A5,SNAP23,SNRPB2,STX4,TBC1D3C,TBC1D3F,TBC1D3H,TFAP2C,TMA7,TOMM70,TYMS,WDR73
Lung-Glandular	Breast-Squamous	11	1139	EIF3CL,LCE1E,POLR2A,POLR2J,RGPD6,RPL21,RPSA,SCAP,SNRPB2,TBC1D3C,TBC1D3F
Lung-Glandular	Cervix-Glandular	13	1139	ADSS,CCS,COX11,HDAC8,HSD17B12,MPI,POLR2A,RBFA,SETD1B,TERF2,TOE1,TYMS,UNC45A
Lung-Glandular	Connective	20	1139	ALG1L,BCL2L2-PABPN1,CYB5B,FAM86B1,GPX4,HIST1H2AJ,HIST2H3A,NDUFA2,NDUFS7,NPIPA5,OXSM,PLGLB2,POLR2A,POLR2J,RGPD6,RPL13A,RPSA,TBC1D3C,TBC1D3H,TWNK
Lung-Glandular	Embryonic	5	1139	LRRC37A3,NBR1,POLR2J,SPHAR,XPA
Lung-Glandular	Embryonic*	33	1139	ATP5O,BSG,C14orf80,COA7,CPOX,DNLZ,DOLK,EGFR,FAAP100,FKBPL,GTPBP8,KATNB1,LRRC37A3,MRM2,MRPL13,MTFMT,NBR1,PNKP,POLG2,POLR2J,RAB10,RIC8A,RPSA,SPHAR,TBC1D3B,TERF2,TMCO6,TNPO1,TRIM37,TWNK,TXNRD1,XPA,YBEY
Lung-Glandular	Embryonic-Kidney	23	1139	ATP5O,BSG,C14orf80,COA7,CPOX,DNLZ,DOLK,EGFR,FAAP100,GTPBP8,KATNB1,MRM2,MRPL13,MTFMT,POLG2,RAB10,RIC8A,RPSA,TMCO6,TNPO1,TRIM37,TWNK,YBEY
Lung-Glandular	Embryonic-StemCell	7	1139	ATP5O,FKBPL,PNKP,POLR2J,TBC1D3B,TERF2,TXNRD1
Lung-Glandular	Epithelium*	52	1139	ALG1L,APEX2,BCL2L2-PABPN1,BRAP,DCAF13,DOLK,EARS2,EIF3CL,FAM86B1,FERMT2,GOLGA6L1,GOLGA6L22,GPX4,GVQW2,HIST1H2AJ,HIST2H3A,HIST2H3C,HIST2H3D,ICE2,ILK,KATNB1,KLF16,LCE1E,MAP3K2,MAPK1,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,PSME3,RGPD6,RNASEH2C,RPL13A,RPL17-C18orf32,RPL21,RPL39,RPS17,RPS3A,RPSA,SCAP,SEPHS2,TBC1D3,TBC1D3C,TBC1D3F,TBC1D3H,TOE1,UBIAD1,UNC45A,USO1,VCY,WDR73
Lung-Glandular	Eye-Epithelium	25	1139	ALG1L,APEX2,BCL2L2-PABPN1,BRAP,FAM86B1,GPX4,HIST1H2AJ,ICE2,ILK,KLF16,LCE1E,MAP3K2,NDUFC2-KCTD14,PLGLB2,POLR2A,PSME3,RGPD6,RPL13A,RPL21,RPS17,TBC1D3F,TOE1,UNC45A,VCY,WDR73
Lung-Glandular	Gastrointestinal	36	1139	ALG1L,AMY1B,BCL2L2-PABPN1,CBWD3,CHMP7,EIF3CL,FAM86B1,HIST2H3A,HIST2H3D,IDH3A,IMPDH2,LCE1E,LRRC37A3,MAPK1,NDUFC2-KCTD14,NPIPA5,PLGLB2,POLR2A,POLR2J,PPP3CB,PRAMEF6,RAB10,RGPD6,RIC8A,RPL13A,RPL21,RPS17,RPSA,SCAP,SLC7A1,SNRPB2,TBC1D3C,TBC1D3F,TBC1D3H,TRIM37,TYMS
Lung-Glandular	Gastrointestinal*	62	1139	ALG1L,AMY1B,BCL2L2-PABPN1,BIRC6,BRAP,C7orf55-LUC7L2,CBWD3,CHMP7,DNLZ,DOLK,DPH1,DPH2,EGFR,EIF3CL,ENY2,FAM86B1,HIST1H2AJ,HIST2H3A,HIST2H3C,HIST2H3D,IDH3A,IMPDH2,LCE1E,LRRC37A3,MAPK1,MEN1,MRPL13,NAMPT,NDUFC2-KCTD14,NPIPA5,NPM1,NR2C2AP,PLGLB2,POLR2A,POLR2J,PPP3CB,PRAMEF6,PRPS2,RAB10,RGPD6,RIC8A,RPL13A,RPL17-C18orf32,RPL21,RPS17,RPS26,RPS3A,RPSA,SCAP,SCO2,SLC7A1,SNAP23,SNRPB2,SOX9,TBC1D3,TBC1D3C,TBC1D3F,TBC1D3H,TMA7,TRIM37,TWNK,TYMS
Lung-Glandular	Gastrointestinal-Glandular	53	1139	ALG1L,BCL2L2-PABPN1,BIRC6,BRAP,C7orf55-LUC7L2,CHMP7,DNLZ,DOLK,DPH1,DPH2,EGFR,EIF3CL,ENY2,FAM86B1,HIST1H2AJ,HIST2H3A,HIST2H3C,HIST2H3D,LCE1E,LRRC37A3,MEN1,MRPL13,NAMPT,NDUFC2-KCTD14,NPIPA5,NPM1,NR2C2AP,PLGLB2,POLR2A,POLR2J,PRAMEF6,PRPS2,RAB10,RGPD6,RPL13A,RPL17-C18orf32,RPL21,RPS17,RPS26,RPS3A,RPSA,SCAP,SCO2,SNAP23,SOX9,TBC1D3,TBC1D3C,TBC1D3F,TBC1D3H,TMA7,TRIM37,TWNK,TYMS
